"championName","teamPosition","individualPosition","firstBloodKill","kills","deaths","assists","items","neutralMinionsKilled","totalMinionsKilled","dragonKills","baronKills","wardsPlaced","wardKilled","visionScore","inhibitorKills","inhibitorsLost","goldEarned","win"
"Graves","JUNGLE","JUNGLE",false,15,2,10,"[3142,6676,2055,6673,3036,3111,3364]",163,60,3,0,7,9,34,1,0,15686,true
